序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
6493,臺北,2017/4/6,11:04:00,"1,011",25.5,59,南南西,0.3,0,0
6494,臺北,2017/4/6,10:04:00,"1,011.40",24.9,62,南南西,0.6,0,0
6495,臺北,2017/4/6,09:04:00,"1,011.80",24.4,66,南,0.3,0,0.4
6496,臺北,2017/4/6,08:04:00,"1,011.40",23.4,67,東南,1.4,0,0.9
6497,臺北,2017/4/6,07:04:00,"1,011.20",21.4,68,南南東,1.7,0,0
6498,臺北,2017/4/6,06:04:00,"1,010.60",21,70,南南東,1.2,0,0
6499,臺北,2017/4/6,05:04:00,"1,010.10",21,70,南南西,1,0,-
6500,臺北,2017/4/6,04:04:00,"1,009.80",21.5,70,南南東,1.4,0,-
6501,臺北,2017/4/6,03:04:00,"1,009.50",21.6,70,南南東,0.8,0,-
6502,臺北,2017/4/6,02:04:00,"1,009.80",21.6,71,東南東,0.9,0,-
6503,臺北,2017/4/6,01:04:00,"1,010.30",21.7,70,南南東,1.8,0,-
6504,臺北,2017/4/6,00:04:00,"1,009.50",22.9,68,南,1.6,0,-
6505,臺北,2017/4/5,23:04:00,"1,011",23,63,南南西,1.1,0,-
6506,臺北,2017/4/5,22:04:00,"1,011.30",23.5,66,南南西,1.4,0,-
6507,臺北,2017/4/5,21:04:00,"1,011.40",23.9,64,東南,1.1,0,-
6508,臺北,2017/4/5,20:04:00,"1,011",23.9,63,東,1.4,0,-
6509,臺北,2017/4/5,19:04:00,"1,010.10",24.2,61,東,1.6,0,0
6510,臺北,2017/4/5,18:04:00,"1,009.80",24.9,58,東,2.2,0,0
6511,臺北,2017/4/5,17:04:00,"1,009.60",26.4,51,東北,2.8,0,0
6512,臺北,2017/4/5,16:04:00,"1,009.50",26.9,47,東北,3,0,0.5
6513,臺北,2017/4/5,15:04:00,"1,009.50",29.1,41,西北西,1.3,0,1
6514,臺北,2017/4/5,14:04:00,"1,010.20",28.9,42,西北西,1.7,0,1
6515,臺北,2017/4/5,13:04:00,"1,011.30",28.6,41,西北西,0.8,0,1
6516,臺北,2017/4/5,12:04:00,"1,012.30",28.3,41,西北西,0.3,0,1
6517,臺北,2017/4/5,11:04:00,"1,013.40",27,43,東北東,1.7,0,1
6518,臺北,2017/4/5,10:04:00,"1,014.30",25.7,47,東南東,0.3,0,1
6519,臺北,2017/4/5,09:04:00,"1,014.80",23.2,58,東,0.6,0,1
6520,臺北,2017/4/5,08:04:00,"1,015.10",20.7,63,東北東,1.8,0,1
6521,臺北,2017/4/5,07:04:00,"1,014.80",18.6,68,東南,1.2,0,0.5
6522,臺北,2017/4/5,06:04:00,"1,014.60",17.8,69,東南,1.6,0,0
6523,臺北,2017/4/5,05:04:00,"1,014.20",18,68,南南東,1.2,0,-
6524,臺北,2017/4/5,04:04:00,"1,014.10",18.4,67,南南東,1.4,0,-
6525,臺北,2017/4/5,03:04:00,"1,013.70",18.7,66,南南東,1.5,0,-
6526,臺北,2017/4/5,02:04:00,"1,013.80",19.2,64,南,1.4,0,-
6527,臺北,2017/4/5,01:04:00,"1,013.90",19.7,63,南南東,1.8,0,-
6528,臺北,2017/4/5,00:04:00,"1,010.80",22.3,67,東南,1.5,0,-
6529,臺北,2017/4/4,23:04:00,"1,014.60",21,59,東,1.9,0,-
6530,臺北,2017/4/4,22:04:00,"1,014.70",21.4,58,東南東,1.5,0,-
6531,臺北,2017/4/4,21:04:00,"1,014.50",22,56,東北東,2,0,-
6532,臺北,2017/4/4,20:04:00,"1,014.10",22,57,東北東,2,0,-
6533,臺北,2017/4/4,19:04:00,"1,013.60",22.2,56,東北東,2.9,0,0
6534,臺北,2017/4/4,18:04:00,"1,013.30",22.6,54,東北東,2.1,0,0
6535,臺北,2017/4/4,17:04:00,"1,013",23.6,51,東北東,3.6,0,0.1
6536,臺北,2017/4/4,16:04:00,"1,012.70",25.2,47,東,3.5,0,1
6537,臺北,2017/4/4,15:04:00,"1,012.70",25.9,45,東,2.7,0,1
6538,臺北,2017/4/4,14:04:00,"1,013.50",26.7,42,東北,2.3,0,1
6539,臺北,2017/4/4,13:04:00,"1,014.50",26.5,41,東北東,4,0,1
6540,臺北,2017/4/4,12:04:00,"1,015.40",25.6,41,東南,2.9,0,1
6541,臺北,2017/4/4,11:04:00,"1,016.40",26,42,東北,1.8,0,1
6542,臺北,2017/4/4,10:04:00,"1,017",25.1,44,東北東,2.6,0,1
6543,臺北,2017/4/4,09:04:00,"1,017.20",23.1,50,東南東,1.1,0,1
6544,臺北,2017/4/4,08:04:00,"1,017.40",20.8,56,北,1,0,1
6545,臺北,2017/4/4,07:04:00,"1,017.30",18.3,58,東,0.4,0,0.6
6546,臺北,2017/4/4,06:04:00,"1,017.10",17.6,59,南南東,0.6,0,0
6547,臺北,2017/4/4,05:04:00,"1,016.60",17.6,59,東南,0.9,0,-
6548,臺北,2017/4/4,04:04:00,"1,016.20",17.7,59,風向不定,0.5,0,-
6549,臺北,2017/4/4,03:04:00,"1,015.90",19,55,東,1.9,0,-
6550,臺北,2017/4/4,02:04:00,"1,016.20",19.2,55,東北東,1.9,0,-
6551,臺北,2017/4/4,01:04:00,"1,016.80",19.2,55,東北東,2.2,0,-
6552,臺北,2017/4/4,00:04:00,"1,014.40",20.6,61,南,0.6,0,-
6553,臺北,2017/4/3,23:04:00,"1,017.90",19.5,53,東北東,3.5,0,-
6554,臺北,2017/4/3,22:04:00,"1,018",19.6,53,東北東,3,0,-
6555,臺北,2017/4/3,21:04:00,"1,017.70",19.8,52,東北東,3.3,0,-
6556,臺北,2017/4/3,20:04:00,"1,017.40",19.9,50,東北,4.2,0,-
6557,臺北,2017/4/3,19:04:00,"1,016.90",20,49,東北東,4.4,0,0
6558,臺北,2017/4/3,18:04:00,"1,016.80",20.7,46,東北東,4.1,0,0.8
6559,臺北,2017/4/3,17:04:00,"1,016.60",21.6,44,東北東,5.5,0,0.9
6560,臺北,2017/4/3,16:04:00,"1,016.20",23.4,39,東,4.8,0,1
6561,臺北,2017/4/3,15:04:00,"1,016.40",24.6,37,東北東,3.5,0,1
6562,臺北,2017/4/3,14:04:00,"1,016.60",25,35,東,3.9,0,1
6563,臺北,2017/4/3,13:04:00,"1,017.30",25.2,34,東,3.5,0,1
6564,臺北,2017/4/3,12:04:00,"1,018.70",24.9,35,東,4.5,0,1
6565,臺北,2017/4/3,11:04:00,"1,019.30",23.3,39,東,3.8,0,1
6566,臺北,2017/4/3,10:04:00,"1,019.90",22.5,41,東,3.9,0,1
6567,臺北,2017/4/3,09:04:00,"1,020.30",21.3,48,東北東,3.5,0,0.8
6568,臺北,2017/4/3,08:04:00,"1,020.20",19.3,51,東北東,2.6,0,0.1
6569,臺北,2017/4/3,07:04:00,"1,020.10",16.1,60,東,1,0,0.1
6570,臺北,2017/4/3,06:04:00,"1,019.60",14.9,60,東南,0.8,0,0
6571,臺北,2017/4/3,05:04:00,"1,019.40",14.4,60,南,0.9,0,-
6572,臺北,2017/4/3,04:04:00,"1,019.20",14.8,57,東北東,1.1,0,-
6573,臺北,2017/4/3,03:04:00,"1,018.80",15.7,52,東北,1.9,0,-
6574,臺北,2017/4/3,02:04:00,"1,018.70",16,51,東北,2.2,0,-
6575,臺北,2017/4/3,01:04:00,"1,019",16.2,49,東北,2.3,0,-
6576,臺北,2017/4/3,00:04:00,"1,017.50",19.3,54,東北東,2.6,0,-
6577,臺北,2017/4/2,23:04:00,"1,019.60",16.6,47,東北,4.2,0,-
6578,臺北,2017/4/2,22:04:00,"1,019.60",16.8,48,東北,3.4,0,-
6579,臺北,2017/4/2,21:04:00,"1,019.10",17.2,46,東北東,2.6,0,-
6580,臺北,2017/4/2,20:04:00,"1,018.70",17.5,44,東北,3.7,0,-
6581,臺北,2017/4/2,19:04:00,"1,018.50",18.1,41,東北東,3,0,0
6582,臺北,2017/4/2,18:04:00,"1,018.40",18.8,37,東北,4.9,0,0.8
6583,臺北,2017/4/2,17:04:00,"1,018.20",19.7,33,東北,2.9,0,0.9
6584,臺北,2017/4/2,16:04:00,"1,018.30",21.2,31,東北,4.1,0,1
6585,臺北,2017/4/2,15:04:00,"1,018.60",21.4,27,東北,3.6,0,1
6586,臺北,2017/4/2,14:04:00,"1,019.20",22.6,27,東北東,3.4,0,1
6587,臺北,2017/4/2,13:04:00,"1,019.80",22.2,28,東北東,3.3,0,1
6588,臺北,2017/4/2,12:04:00,"1,020.60",22.2,30,東北東,3.4,0,1
6589,臺北,2017/4/2,11:04:00,"1,020.90",21.4,37,東北,3.2,0,1
6590,臺北,2017/4/2,10:04:00,"1,021",20.5,44,東,2.8,0,1
6591,臺北,2017/4/2,09:04:00,"1,021.10",18.2,62,東,0.9,0,1
6592,臺北,2017/4/2,08:04:00,"1,020.70",15.2,66,東北東,0.6,0,1
6593,臺北,2017/4/2,07:04:00,"1,020.40",12.6,66,東南,0.8,0,0.7
6594,臺北,2017/4/2,06:04:00,"1,020.10",11.8,67,東南東,1.5,0,0
6595,臺北,2017/4/2,05:04:00,"1,019.60",11.8,68,東南,1.3,0,-
6596,臺北,2017/4/2,04:04:00,"1,019",11.9,68,東,0.9,0,-
6597,臺北,2017/4/2,03:04:00,"1,018.90",12.2,68,南,1.2,0,-
6598,臺北,2017/4/2,02:04:00,"1,018.80",12.7,65,東南,1.8,0,-
6599,臺北,2017/4/2,01:04:00,"1,019",12.8,67,南南東,1.5,0,-
6600,臺北,2017/4/2,00:04:00,"1,019.50",16.4,48,東北,3.5,0,-
6601,臺北,2017/4/1,23:04:00,"1,019.30",13.3,66,南南東,1.8,0,-
6602,臺北,2017/4/1,22:04:00,"1,019.10",13.8,65,東南,1.5,0,-
6603,臺北,2017/4/1,21:04:00,"1,019.10",14.2,64,南南東,1.5,0,-
6604,臺北,2017/4/1,20:04:00,"1,018.60",15.2,58,東南,1.8,0,-
6605,臺北,2017/4/1,19:04:00,"1,018.10",15.7,55,東,2.2,0,0
6606,臺北,2017/4/1,18:04:00,"1,017.80",16.3,54,東北,3.2,0,0.4
6607,臺北,2017/4/1,17:04:00,"1,017.30",17.1,54,東北,2.2,0,0.8
6608,臺北,2017/4/1,16:04:00,"1,016.80",18.7,54,北,2,0,0.7
6609,臺北,2017/4/1,15:04:00,"1,016.70",18.3,60,北,2.3,0,0.2
6610,臺北,2017/4/1,14:04:00,"1,016.90",18,60,北北西,1.6,0,0.2
6611,臺北,2017/4/1,13:04:00,"1,017.10",17.7,62,北北東,2.6,0,0
6612,臺北,2017/4/1,12:04:00,"1,017.50",17.8,67,北北西,1.4,0,0.1
6613,臺北,2017/4/1,11:04:00,"1,018",16.3,70,南南西,0.8,0,0
6614,臺北,2017/4/1,10:04:00,"1,018.60",15.8,77,南南西,0.9,0,0
6615,臺北,2017/4/1,09:04:00,"1,018.70",14.6,81,南南西,0.9,0,0
6616,臺北,2017/4/1,08:04:00,"1,018.60",13.9,83,南,1.4,0,0
6617,臺北,2017/4/1,07:04:00,"1,017.90",13.3,83,南,1.4,0,0
6618,臺北,2017/4/1,06:04:00,"1,017.50",12.9,82,東南,0.5,2,0
6619,臺北,2017/4/1,05:04:00,"1,017.30",13.1,83,東,1.4,3,-
6620,臺北,2017/4/1,04:04:00,"1,017.40",13.2,83,東南東,1.8,3,-
6621,臺北,2017/4/1,03:04:00,"1,017.60",13.5,82,東南,1.2,2,-
6622,臺北,2017/4/1,02:04:00,"1,018.10",13.5,82,靜風,0.1,2,-
6623,臺北,2017/4/1,01:04:00,"1,017.90",13.9,84,東北,0.8,1,-
6624,臺北,2017/4/1,00:04:00,"1,019.20",13.3,65,東南東,1.1,0,-
6625,臺北,2017/3/31,23:03:00,"1,018.60",14.1,82,東,0.4,2,-
6626,臺北,2017/3/31,22:03:00,"1,017.90",14.1,83,西南,0.4,1,-
6627,臺北,2017/3/31,21:03:00,"1,017.60",14.1,82,東北,0.6,3,-
6628,臺北,2017/3/31,20:03:00,"1,016.90",14.4,83,東,1.2,4,-
6629,臺北,2017/3/31,19:03:00,"1,016",14.5,83,東北,0.9,6,0
6630,臺北,2017/3/31,18:03:00,"1,014.50",15.4,76,東北,3,0,0
6631,臺北,2017/3/31,17:03:00,"1,013.20",15.7,77,東北,2.9,0,0
6632,臺北,2017/3/31,16:03:00,"1,012.50",15.8,77,東北,3.7,1,0
6633,臺北,2017/3/31,15:03:00,"1,012.50",16,79,東北,4.5,1,0
6634,臺北,2017/3/31,14:03:00,"1,011.30",17.6,76,東北,4.8,0,0
6635,臺北,2017/3/31,13:03:00,"1,010.90",19.4,76,東,4.1,0,0
6636,臺北,2017/3/31,12:03:00,"1,010.30",22.3,78,西北西,2.2,0,0
6637,臺北,2017/3/31,11:03:00,"1,009.80",26.2,65,西,1.1,0,0
6638,臺北,2017/3/31,10:03:00,"1,010.30",26.3,68,南南西,1.1,0,0.3
6639,臺北,2017/3/31,09:03:00,"1,010.70",23.8,70,北北東,0.3,0,0
6640,臺北,2017/3/31,08:03:00,"1,011.20",21.8,74,南南西,0.4,0,0
6641,臺北,2017/3/31,07:03:00,"1,010.40",20.6,77,南南西,1.1,0,0
6642,臺北,2017/3/31,06:03:00,"1,009.60",20,78,南,1.2,0,0
6643,臺北,2017/3/31,05:03:00,"1,008.90",20,78,東南東,0.7,0,-
6644,臺北,2017/3/31,04:03:00,"1,009",20.4,76,南南東,1.8,0,-
6645,臺北,2017/3/31,03:03:00,"1,009.70",20.8,77,南南東,1.1,0,-
6646,臺北,2017/3/31,02:03:00,"1,010.70",21.3,77,南,1.1,0,-
6647,臺北,2017/3/31,01:03:00,"1,011.10",21.6,78,南南西,0.8,0,-
6648,臺北,2017/3/31,00:03:00,"1,018.30",14,81,南南西,1,4,-
6649,臺北,2017/3/30,23:03:00,"1,011.90",22.2,76,東南東,1.3,0,-
6650,臺北,2017/3/30,22:03:00,"1,013.10",23.2,72,西南西,0.8,0,-
6651,臺北,2017/3/30,21:03:00,"1,013.10",23.4,72,西南,1,0,-
6652,臺北,2017/3/30,20:03:00,"1,013.20",23.7,70,靜風,0.2,0,-
6653,臺北,2017/3/30,19:03:00,"1,012.30",23.8,70,西,0.9,0,0
6654,臺北,2017/3/30,18:03:00,"1,011.80",23.9,70,西北,1.1,0,0
6655,臺北,2017/3/30,17:03:00,"1,011.90",24.5,69,北,1,0,0
6656,臺北,2017/3/30,16:03:00,"1,012.20",25.4,67,西北西,0.8,0,0
6657,臺北,2017/3/30,15:03:00,"1,012.20",26.4,63,西,2.2,0,0.1
6658,臺北,2017/3/30,14:03:00,"1,012.50",28.3,60,西北西,1.8,0,0.4
6659,臺北,2017/3/30,13:03:00,"1,013",27.8,52,西,1.6,0,0.4
6660,臺北,2017/3/30,12:03:00,"1,013.70",27.7,51,南南西,0.6,0,0.9
6661,臺北,2017/3/30,11:03:00,"1,014.90",26.8,56,南,1.1,0,0.8
6662,臺北,2017/3/30,10:03:00,"1,015.80",24.6,63,南南東,1,0,0.3
6663,臺北,2017/3/30,09:03:00,"1,016",22.1,67,南,0.9,0,0.6
6664,臺北,2017/3/30,08:03:00,"1,015.70",20.4,71,南南東,1.4,0,0.1
6665,臺北,2017/3/30,07:03:00,"1,015.80",19.1,72,南,1.3,0,0
6666,臺北,2017/3/30,06:03:00,"1,015.50",18.6,74,南南東,1.6,0,0
6667,臺北,2017/3/30,05:03:00,"1,015.60",18.6,73,南南東,0.9,0,-
6668,臺北,2017/3/30,04:03:00,"1,015",18.7,75,東南,1,0,-
6669,臺北,2017/3/30,03:03:00,"1,015",18.5,79,北北東,0.3,0,-
6670,臺北,2017/3/30,02:03:00,"1,015.60",18.9,78,靜風,0.2,0,-
6671,臺北,2017/3/30,01:03:00,"1,016",19.5,76,南,0.6,0,-
6672,臺北,2017/3/30,00:03:00,"1,011.20",22.1,76,西南,0.4,0,-
6673,臺北,2017/3/29,23:03:00,"1,017.30",19.8,75,東北東,2.3,0,-
6674,臺北,2017/3/29,22:03:00,"1,017.60",20.3,70,東北,3.3,0,-
6675,臺北,2017/3/29,21:03:00,"1,017.80",20.7,69,東,2.5,0,-
6676,臺北,2017/3/29,20:03:00,"1,017.10",20.9,69,東北東,1.8,0,-
6677,臺北,2017/3/29,19:03:00,"1,016.60",21.3,67,東北,2.3,0,0
6678,臺北,2017/3/29,18:03:00,"1,016.20",21.8,64,東北,2.5,0,0
6679,臺北,2017/3/29,17:03:00,"1,015.40",23,62,東北,2.9,0,0.2
6680,臺北,2017/3/29,16:03:00,"1,015",24.8,60,西北,1.3,0,0.3
6681,臺北,2017/3/29,15:03:00,"1,014.60",25.4,57,西北,1.5,0,0.5
6682,臺北,2017/3/29,14:03:00,"1,014.60",25.6,56,西北,0.9,0,0
6683,臺北,2017/3/29,13:03:00,"1,015.50",25.9,54,北北西,1.9,0,0.4
6684,臺北,2017/3/29,12:03:00,"1,016.60",26.6,54,西北,0.5,0,0.8
6685,臺北,2017/3/29,11:03:00,"1,018",25.5,59,西北西,1.3,0,0.5
6686,臺北,2017/3/29,10:03:00,"1,018.10",22.9,60,西南,0.7,0,0
6687,臺北,2017/3/29,09:03:00,"1,017.90",22.3,64,靜風,0.1,0,0.7
6688,臺北,2017/3/29,08:03:00,"1,017.60",19.8,69,南南東,1.7,0,0.8
6689,臺北,2017/3/29,07:03:00,"1,017.10",18.5,70,東,0.8,0,0
6690,臺北,2017/3/29,06:03:00,"1,016.60",18.1,70,南,1.2,0,0
6691,臺北,2017/3/29,05:03:00,"1,015.90",18,74,南南西,0.9,0,-
6692,臺北,2017/3/29,04:03:00,"1,015.20",18.2,73,東南,1.6,0,-
6693,臺北,2017/3/29,03:03:00,"1,015.30",18.6,73,南南東,1.6,0,-
6694,臺北,2017/3/29,02:03:00,"1,015.70",19,72,南南東,2.3,0,-
6695,臺北,2017/3/29,01:03:00,"1,016.10",19.6,70,南南東,1,0,-
6696,臺北,2017/3/29,00:03:00,"1,016.70",20,74,東北東,1.1,0,-
6697,臺北,2017/3/28,23:03:00,"1,016.40",20.5,66,南南東,0.7,0,-
6698,臺北,2017/3/28,22:03:00,"1,016.60",20.8,64,東南東,1,0,-
6699,臺北,2017/3/28,21:03:00,"1,016.20",21.2,63,東,2,0,-
6700,臺北,2017/3/28,20:03:00,"1,015.90",21.8,61,東,1.3,0,-
6701,臺北,2017/3/28,19:03:00,"1,015.20",22.8,56,西南西,1,0,0
6702,臺北,2017/3/28,18:03:00,"1,014.60",23.2,56,西北西,0.3,0,0
6703,臺北,2017/3/28,17:03:00,"1,014.10",24,58,西,2.2,0,0.3
6704,臺北,2017/3/28,16:03:00,"1,013.60",25.7,50,北北東,1,0,0.9
6705,臺北,2017/3/28,15:03:00,"1,013.20",26.3,48,東北東,2.2,0,1
6706,臺北,2017/3/28,14:03:00,"1,013.80",26.4,47,東,2.9,0,1
6707,臺北,2017/3/28,13:03:00,"1,014.70",26.1,48,東,3.7,0,1
6708,臺北,2017/3/28,12:03:00,"1,015.80",26.3,46,東南東,2.5,0,1
6709,臺北,2017/3/28,11:03:00,"1,017",25.4,49,東南東,2.3,0,0.7
6710,臺北,2017/3/28,10:03:00,"1,017.80",24.6,52,東北東,2.8,0,1
6711,臺北,2017/3/28,09:03:00,"1,018.30",23.1,55,東北東,1.9,0,0.8
6712,臺北,2017/3/28,08:03:00,"1,018.20",21.6,59,東北東,1.2,0,1
6713,臺北,2017/3/28,07:03:00,"1,017.70",18.2,66,靜風,0,0,0.3
6714,臺北,2017/3/28,06:03:00,"1,017.30",17.8,64,東,1.4,0,0
6715,臺北,2017/3/28,05:03:00,"1,016.90",18.9,60,東,2.2,0,-
6716,臺北,2017/3/28,04:03:00,"1,016.70",19.1,59,東北東,2.6,0,-
6717,臺北,2017/3/28,03:03:00,"1,017",19.5,58,東北東,2.6,0,-
6718,臺北,2017/3/28,02:03:00,"1,017.70",19.3,58,東北東,2.5,0,-
6719,臺北,2017/3/28,01:03:00,"1,018.50",19.5,57,東北東,3.2,0,-
6720,臺北,2017/3/28,00:03:00,"1,016.10",19.9,69,南南東,1.9,0,-
6721,臺北,2017/3/27,23:03:00,"1,019.60",18.9,57,東北,3.8,0,-
6722,臺北,2017/3/27,22:03:00,"1,019.80",18.8,55,東北,4.2,0,-
6723,臺北,2017/3/27,21:03:00,"1,019.80",18.8,53,東北,4.3,0,-
6724,臺北,2017/3/27,20:03:00,"1,019.30",19.1,50,東北,4.8,0,-
6725,臺北,2017/3/27,19:03:00,"1,018.70",19.4,49,東北,4.1,0,0
6726,臺北,2017/3/27,18:03:00,"1,018.10",20.4,48,東北,5.7,0,0.5
6727,臺北,2017/3/27,17:03:00,"1,017.90",21.2,45,東北,4.9,0,0.9
6728,臺北,2017/3/27,16:03:00,"1,017.70",22.5,44,東北,5.3,0,1
6729,臺北,2017/3/27,15:03:00,"1,018.10",23.2,44,東北,4.9,0,1
6730,臺北,2017/3/27,14:03:00,"1,018.90",23.5,45,東北,5,0,1
6731,臺北,2017/3/27,13:03:00,"1,019.60",23.9,45,東北東,3.4,0,1
6732,臺北,2017/3/27,12:03:00,"1,020.50",24.3,43,東北,3.9,0,1
6733,臺北,2017/3/27,11:03:00,"1,021.30",23.5,45,東北,4.7,0,1
6734,臺北,2017/3/27,10:03:00,"1,021.40",22.1,50,東北東,4.3,0,1
6735,臺北,2017/3/27,09:03:00,"1,021.30",20.9,56,東北,4.7,0,1
6736,臺北,2017/3/27,08:03:00,"1,021.10",18.6,61,東北東,3.8,0,0.9
6737,臺北,2017/3/27,07:03:00,"1,020.60",16,64,東北,3.1,0,0.5
6738,臺北,2017/3/27,06:03:00,"1,020.50",15.4,64,東北,3,0,0
6739,臺北,2017/3/27,05:03:00,"1,020.10",15.1,66,東北,2.7,0,-
6740,臺北,2017/3/27,04:03:00,"1,019.80",15,67,東北,2.9,0,-
6741,臺北,2017/3/27,03:03:00,"1,020.40",13.3,73,東北,2.3,0,-
6742,臺北,2017/3/27,02:03:00,"1,021",12.6,75,東南,1.1,0,-
6743,臺北,2017/3/27,01:03:00,"1,021.60",13.1,76,東南東,1.1,0,-
6744,臺北,2017/3/27,00:03:00,"1,019",19,58,東北,3.6,0,-
6745,臺北,2017/3/26,23:03:00,"1,021.90",14.2,73,東南,1.3,0,-
6746,臺北,2017/3/26,22:03:00,"1,021.90",15.6,66,東,2.8,0,-
6747,臺北,2017/3/26,21:03:00,"1,021.60",15.2,68,東南東,2.5,0,-
6748,臺北,2017/3/26,20:03:00,"1,021.20",15.1,70,東,1.9,0,-
6749,臺北,2017/3/26,19:03:00,"1,020.60",15.2,70,東南東,2.3,0,0
6750,臺北,2017/3/26,18:03:00,"1,020.30",15.5,70,東南東,2,0,0
6751,臺北,2017/3/26,17:03:00,"1,019.30",15.3,75,東,2,0,0
6752,臺北,2017/3/26,16:03:00,"1,019.30",15.4,76,東南,2.4,0,0
6753,臺北,2017/3/26,15:03:00,"1,019.80",15.3,73,東北,1.8,0,0
6754,臺北,2017/3/26,14:03:00,"1,019.50",14.7,80,東,0.9,0,0
6755,臺北,2017/3/26,13:03:00,"1,020.40",15,77,東南,1.7,1,0
6756,臺北,2017/3/26,12:03:00,"1,020.60",14.7,79,南南東,1.8,0,0
6757,臺北,2017/3/26,11:03:00,"1,020.40",14.5,78,東南,1.5,0,0
6758,臺北,2017/3/26,10:03:00,"1,020.40",15,75,東南,1.5,0,0
6759,臺北,2017/3/26,09:03:00,"1,020.10",14.3,80,東南,2,0,0
6760,臺北,2017/3/26,08:03:00,"1,019.90",13.7,83,東南,1.7,0,0
6761,臺北,2017/3/26,07:03:00,"1,019.20",13.6,82,東南東,0.9,0,0
6762,臺北,2017/3/26,06:03:00,"1,018.20",13.2,83,東南東,1.9,0,0
6763,臺北,2017/3/26,05:03:00,"1,018.30",12.9,84,東南東,1.7,3,-
6764,臺北,2017/3/26,04:03:00,"1,018",12.7,83,東北東,1.7,2,-
6765,臺北,2017/3/26,03:03:00,"1,017.60",13.1,82,東北東,2.7,3,-
6766,臺北,2017/3/26,02:03:00,"1,017.60",13.5,82,東北,3,2,-
6767,臺北,2017/3/26,01:03:00,"1,017.40",14,83,東,2.8,1,-
6768,臺北,2017/3/26,00:03:00,"1,021.90",13.5,75,東,1.1,0,-
6769,臺北,2017/3/25,23:03:00,"1,018.40",14.1,84,西南,0.7,4,-
6770,臺北,2017/3/25,22:03:00,"1,018.70",14,85,東北東,1.1,3,-
6771,臺北,2017/3/25,21:03:00,"1,018",14.4,83,東,1.5,2,-
6772,臺北,2017/3/25,20:03:00,"1,017.70",14.7,80,東南東,1.6,1,-
6773,臺北,2017/3/25,19:03:00,"1,016.40",15,79,東北東,1.5,0,0
6774,臺北,2017/3/25,18:03:00,"1,016.10",15.3,80,東南東,1.7,0,0
6775,臺北,2017/3/25,17:03:00,"1,015.90",15.2,84,東,1.7,1,0
6776,臺北,2017/3/25,16:03:00,"1,015.70",15.3,86,北,0.5,1,0
6777,臺北,2017/3/25,15:03:00,"1,015.10",16.2,83,北,0.4,0,0
6778,臺北,2017/3/25,14:03:00,"1,015",17.1,80,北,1.5,0,0
6779,臺北,2017/3/25,13:03:00,"1,015.30",16.7,82,東北東,2.7,1,0
6780,臺北,2017/3/25,12:03:00,"1,015.70",16.5,86,南南東,1.4,3,0
6781,臺北,2017/3/25,11:03:00,"1,016.20",17,84,西南,1.1,1,0
6782,臺北,2017/3/25,10:03:00,"1,016.20",16.9,86,南南西,0.6,3,0
6783,臺北,2017/3/25,09:03:00,"1,015.80",17.2,83,東北,1.4,0,0
6784,臺北,2017/3/25,08:03:00,"1,014.30",16.7,84,東,2.2,1,0
6785,臺北,2017/3/25,07:03:00,"1,014.50",16.6,86,東,1.8,2,0
6786,臺北,2017/3/25,06:03:00,"1,014.10",17.3,85,東南,1.3,3,0
6787,臺北,2017/3/25,05:03:00,"1,013",18,85,南南東,0.7,1,-
6788,臺北,2017/3/25,04:03:00,"1,012.10",18.8,81,西,0.5,0,-
6789,臺北,2017/3/25,03:03:00,"1,012.10",19.4,82,西北西,0.8,0,-
6790,臺北,2017/3/25,02:03:00,"1,011.90",20.7,76,西,1.1,0,-
6791,臺北,2017/3/25,01:03:00,"1,011.90",21,74,西南,0.7,0,-
6792,臺北,2017/3/25,00:03:00,"1,017.80",13.8,83,東北東,3.5,2,-
6793,臺北,2017/3/24,23:03:00,"1,012",21.2,70,南,1.1,0,-
6794,臺北,2017/3/24,22:03:00,"1,012.10",20.9,71,東北東,0.3,0,-
6795,臺北,2017/3/24,21:03:00,"1,012.20",21.2,70,東,2.2,0,-
6796,臺北,2017/3/24,20:03:00,"1,011.80",21.1,70,東北,2,0,-
6797,臺北,2017/3/24,19:03:00,"1,010.90",21.2,70,東北,2.7,0,0
6798,臺北,2017/3/24,18:03:00,"1,010.40",21.6,68,東北,3.1,0,0
6799,臺北,2017/3/24,17:03:00,"1,009.80",22.1,67,東北,3.7,0,0
6800,臺北,2017/3/24,16:03:00,"1,009.30",23,64,東北,4.6,0,0.5
6801,臺北,2017/3/24,15:03:00,"1,009",25.6,60,東北,3.2,0,1
6802,臺北,2017/3/24,14:03:00,"1,009.40",24,63,東北,5.1,0,1
6803,臺北,2017/3/24,13:03:00,"1,010.90",25,61,東北,3.8,0,1
6804,臺北,2017/3/24,12:03:00,"1,012",23.8,64,東北,3.3,0,1
6805,臺北,2017/3/24,11:03:00,"1,013.30",23.9,63,北北東,2.5,0,1
6806,臺北,2017/3/24,10:03:00,"1,014.20",22.7,67,東北東,2.8,0,1
6807,臺北,2017/3/24,09:03:00,"1,015.10",21,70,東北東,3.6,0,1
6808,臺北,2017/3/24,08:03:00,"1,015.30",19.2,72,東北,4,0,0.7
6809,臺北,2017/3/24,07:03:00,"1,015.20",18.2,73,東北,3.9,0,0.4
