序號,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s)
6872,1014.3,17.5,77,3,5.3
6873,1013.9,17.8,78,4,6.5
6874,1014.0,18.4,78,3,5.3
6875,1014.5,18.6,77,3,5.2
6876,1015.1,18.5,76,3,6.6
6877,1015.8,18.8,75,4,5.0
6878,1016.3,18.7,76,3,5.6
6879,1016.1,19.2,75,3,4.8
6880,1015.3,19.8,77,4,4.0
6881,1014.4,19.9,79,3,3.2
6882,1013.6,19.4,82,4,3.3
6883,1012.8,20.0,83,4,2.3
6884,1011.8,20.4,83,3,2.4
6885,1011.4,21.4,83,1,0.7
6886,1011.5,21.5,84,1,1.3
6887,1011.3,21.2,84,9,1.1
6888,1014.8,17.6,75,3,6.2
6889,1011.1,22.1,82,2,0.5
6890,1011.5,22.0,81,7,0.4
6891,1011.6,22.6,78,17,0.0
6892,1011.0,23.0,77,16,1.1
6893,1010.4,23.7,75,9,0.6
6894,1009.8,23.8,75,2,0.5
6895,1009.8,24.4,73,10,0.4
6896,1009.7,24.4,74,11,0.3
6897,1009.7,24.5,73,11,2.3
6898,1010.4,24.1,74,10,0.8
6899,1011.4,22.8,78,15,0.7
6900,1012.0,24.3,74,15,0.6
6901,1012.6,23.7,76,17,0.2
6902,1013.1,22.3,78,9,1.3
6903,1013.5,20.9,81,8,1.1
6904,1013.2,19.8,83,10,1.0
6905,1012.5,18.8,84,10,1.3
6906,1012.1,18.5,85,13,1.6
6907,1011.2,19.9,83,13,1.4
6908,1009.3,19.2,85,5,1.2
6909,1010.7,19.3,85,5,0.9
6910,1011.6,19.3,84,16,0.9
6911,1012.4,19.2,84,6,1.4
6912,1011.5,21.4,83,10,0.7
6913,1014.9,19.6,83,4,2.1
6914,1015.7,19.7,84,4,0.9
6915,1015.8,19.7,82,17,0.2
6916,1015.6,19.8,82,1,1.9
6917,1014.9,19.9,82,3,1.6
6918,1014.4,20.0,81,3,3.0
6919,1014.3,20.3,80,5,1.7
6920,1013.8,20.6,81,4,2.7
6921,1013.7,20.4,81,3,4.4
6922,1013.6,20.3,82,3,4.9
6923,1014.8,20.5,81,5,2.9
6924,1015.1,19.9,82,5,4.1
6925,1015.9,20.4,82,4,4.6
6926,1016.4,19.4,85,3,2.2
6927,1015.6,18.8,86,3,6.0
6928,1016.7,17.8,86,4,2.5
6929,1017.1,18.2,87,5,1.9
6930,1016.6,18.6,88,16,0.3
6931,1015.5,19.0,87,1,1.7
6932,1014.9,19.0,87,4,1.4
6933,1015.5,19.0,87,4,1.7
6934,1015.5,19.0,87,5,2.0
6935,1015.7,19.1,86,4,1.9
6936,1014.0,19.4,83,4,2.7
6937,1016.4,19.4,86,4,1.5
6938,1016.6,19.2,85,9,0.4
6939,1016.2,19.8,83,1,1.3
6940,1015.5,19.6,82,4,2.3
6941,1015.0,19.5,82,3,2.0
6942,1014.3,19.4,81,3,3.2
6943,1014.5,20.4,78,17,0.2
6944,1013.9,21.0,78,14,0.5
6945,1013.3,22.9,76,14,0.9
6946,1013.4,25.2,75,14,0.9
6947,1014.0,25.2,74,11,0.9
6948,1015.2,23.4,78,4,1.0
6949,1016.2,20.9,81,6,0.7
6950,1016.9,19.4,83,17,0.2
6951,1016.9,20.4,82,1,0.9
6952,1016.8,18.5,86,5,1.4
6953,1016.3,18.0,86,1,1.1
6954,1015.9,17.6,85,17,0.2
6955,1015.3,17.5,85,16,0.8
6956,1015.3,17.6,85,17,0.2
6957,1015.5,18.1,83,13,0.4
6958,1015.4,17.9,83,1,0.9
6959,1015.7,18.1,82,3,3.2
6960,1015.9,19.5,86,3,2.2
6961,1016.6,17.9,83,3,2.4
6962,1016.7,18.1,82,4,3.4
6963,1016.6,18.3,82,3,3.5
6964,1016.1,18.4,81,3,4.2
6965,1014.6,18.5,81,3,4.1
6966,1014.3,18.7,82,4,4.2
6967,1014.0,18.9,82,4,3.5
6968,1013.9,18.8,82,3,4.3
6969,1013.4,19.4,80,4,3.8
6970,1013.4,19.9,78,3,4.8
6971,1013.8,20.1,77,3,4.8
6972,1014.4,20.1,79,3,5.5
6973,1015.1,20.2,79,3,5.8
6974,1015.7,19.2,83,3,5.0
6975,1016.1,18.2,84,3,5.1
6976,1015.9,17.1,86,3,3.7
6977,1015.6,16.6,88,5,2.7
6978,1015.6,16.5,87,4,3.0
6979,1015.0,16.4,87,4,1.7
6980,1014.6,16.3,87,6,2.1
6981,1015.1,16.0,90,4,0.9
6982,1015.6,15.9,88,3,0.4
6983,1015.7,15.9,88,8,0.5
6984,1016.1,17.9,82,5,2.1
6985,1016.4,16.0,87,17,0.2
6986,1015.7,16.0,86,4,1.1
6987,1015.6,16.1,86,5,1.1
6988,1014.9,16.1,86,4,1.1
6989,1014.1,15.9,87,8,0.5
6990,1013.9,15.7,87,10,0.8
6991,1013.4,15.6,87,10,1.3
6992,1012.8,16.2,85,14,0.9
6993,1012.5,16.3,85,14,1.0
6994,1012.6,17.1,85,10,1.1
6995,1012.9,17.6,84,11,1.5
6996,1013.6,17.6,82,12,1.1
6997,1013.8,17.6,84,1,0.9
6998,1013.8,17.1,87,3,2.2
6999,1014.5,16.6,86,3,1.5
7000,1014.5,15.4,87,5,1.1
7001,1015.1,15.1,88,7,1.2
7002,1014.7,15.0,88,8,0.6
7003,1014.3,15.0,88,17,0.1
7004,1013.2,15.2,84,2,0.9
7005,1012.8,16.1,78,2,1.5
7006,1012.7,17.1,71,3,2.7
7007,1012.7,17.1,70,4,3.4
7008,1016.2,15.9,88,6,0.8
7009,1013.7,16.8,68,3,4.6
7010,1013.9,16.4,67,4,4.4
7011,1014.5,16.4,67,4,4.1
7012,1014.6,16.3,66,4,3.8
7013,1014.6,16.3,65,5,4.6
7014,1015.3,16.2,66,5,4.1
7015,1015.2,16.3,66,4,3.9
7016,1015.3,16.4,66,4,3.5
7017,1015.5,16.7,64,3,5.2
7018,1015.6,16.8,63,3,4.6
7019,1016.2,17.0,64,3,4.8
7020,1017.0,16.9,63,4,4.3
7021,1018.5,16.8,65,5,2.7
7022,1019.3,16.4,65,5,2.4
7023,1019.6,15.9,66,3,4.0
7024,1019.0,15.8,66,3,3.8
7025,1018.8,15.4,67,3,2.5
7026,1018.4,15.1,68,4,2.5
7027,1018.1,15.3,66,3,2.1
7028,1017.8,15.2,67,4,2.2
7029,1017.5,14.9,67,5,1.5
7030,1017.5,14.9,67,5,1.9
7031,1018.2,14.9,66,4,2.0
7032,1013.5,17.1,69,3,3.5
7033,1018.7,14.7,65,4,3.1
7034,1019.0,14.5,66,3,3.4
7035,1018.8,14.4,65,3,3.1
7036,1018.7,14.3,66,3,2.0
7037,1018.1,14.3,67,3,2.5
7038,1017.3,14.3,66,1,3.0
7039,1016.8,14.4,69,2,2.1
7040,1016.2,14.7,71,2,2.2
7041,1016.2,14.5,72,3,2.1
7042,1016.4,14.5,73,2,2.7
7043,1016.9,14.3,76,2,4.2
7044,1017.3,14.5,77,2,1.1
7045,1017.8,14.3,78,2,2.2
7046,1018.1,13.8,82,2,2.3
7047,1017.9,13.5,82,4,2.7
7048,1016.8,13.7,82,3,2.1
7049,1016.4,13.1,83,4,2.0
7050,1015.5,13.3,84,4,1.5
7051,1015.0,13.5,84,2,1.1
7052,1013.8,13.9,85,1,2.6
7053,1013.5,14.1,86,10,0.6
7054,1013.6,14.3,85,11,0.6
7055,1013.1,14.8,87,10,0.9
7056,1018.4,14.8,67,5,1.7
7057,1012.4,15.8,88,13,0.8
7058,1011.2,15.9,88,9,1.2
7059,1009.8,16.1,87,6,1.5
7060,1009.5,16.2,88,3,1.1
7061,1009.1,16.3,88,6,0.3
7062,1008.3,16.2,87,4,2.3
7063,1008.1,16.4,87,4,1.4
7064,1007.4,16.5,86,4,2.6
7065,1006.8,17.2,87,2,1.7
7066,1007.0,18.1,87,1,0.8
7067,1007.9,18.7,85,2,1.4
7068,1008.9,18.6,87,4,1.4
7069,1009.5,18.1,89,3,1.9
7070,1009.6,18.1,87,3,2.7
7071,1009.5,20.3,88,1,1.1
7072,1009.3,20.5,88,14,0.3
7073,1009.1,20.5,88,9,0.9
7074,1008.8,20.5,86,1,0.4
7075,1008.4,21.1,80,16,1.6
7076,1008.1,21.0,81,16,0.6
7077,1008.6,20.9,82,17,0.1
7078,1008.8,20.7,82,16,0.9
7079,1009.4,20.6,82,12,0.7
7080,1012.7,15.0,88,14,0.7
7081,1009.6,20.3,83,17,0.2
7082,1010.1,20.0,83,12,0.8
7083,1009.8,19.9,83,15,0.7
7084,1009.5,20.5,82,14,1.0
7085,1008.6,21.1,80,13,0.6
7086,1008.0,21.7,77,1,0.3
7087,1008.0,21.8,77,15,1.1
7088,1008.0,22.9,74,13,2.3
7089,1007.1,26.1,67,14,1.7
7090,1007.2,27.6,60,7,2.8
7091,1008.3,26.4,65,3,1.8
7092,1009.5,26.6,64,9,0.8
7093,1010.6,25.1,72,12,1.8
7094,1011.4,23.6,76,12,1.7
7095,1011.9,22.1,81,10,1.8
7096,1011.4,21.0,83,13,0.3
7097,1011.1,18.8,85,5,1.0
7098,1011.6,19.0,84,10,0.3
7099,1011.4,19.0,85,10,0.8
7100,1011.3,19.8,82,9,1.1
7101,1010.9,19.9,81,3,3.5
7102,1010.8,19.6,82,3,3.5
7103,1011.4,19.7,82,3,3.5
7104,1009.7,20.6,82,10,0.4
7105,1013.2,19.8,81,3,4.0
7106,1013.5,20.1,80,4,2.8
7107,1013.4,20.4,78,3,2.4
7108,1012.8,20.7,77,3,1.9
7109,1011.8,20.6,78,3,2.8
7110,1011.2,21.0,77,3,3.1
7111,1010.8,21.5,77,3,2.9
7112,1010.9,22.2,75,3,3.2
7113,1010.6,22.4,78,3,3.4
7114,1010.9,22.8,74,4,3.5
7115,1011.1,22.7,76,3,2.7
7116,1011.8,22.4,79,3,4.4
7117,1012.6,21.2,81,3,2.9
7118,1012.8,20.2,83,3,2.5
7119,1012.7,19.2,84,4,2.4
7120,1012.2,18.3,85,4,2.4
7121,1011.8,17.8,85,5,2.2
7122,1011.4,17.2,86,3,2.8
7123,1011.2,16.9,87,5,2.7
7124,1011.3,16.8,86,3,3.1
7125,1011.2,16.6,86,4,3.5
7126,1011.5,16.4,86,4,3.2
7127,1012.0,16.5,86,5,3.2
7128,1012.1,19.6,83,3,3.4
7129,1012.3,17.1,85,3,3.7
7130,1011.7,17.0,85,4,2.2
7131,1010.5,17.2,86,6,2.2
7132,1010.4,17.7,89,16,0.8
7133,1009.3,17.8,88,11,0.8
7134,1008.1,17.8,88,7,0.9
7135,1008.1,17.7,88,3,0.6
7136,1007.2,18.2,86,5,2.2
7137,1007.2,18.0,86,4,3.0
7138,1008.7,17.7,88,3,1.5
7139,1009.1,17.7,88,4,3.7
7140,1010.7,17.5,86,4,2.8
7141,1011.7,17.5,87,4,2.0
7142,1012.0,17.5,86,4,2.7
7143,1011.8,17.7,86,3,2.3
7144,1010.8,17.5,87,3,3.9
7145,1011.0,17.1,87,4,1.9
7146,1010.3,16.8,87,4,1.5
7147,1010.1,16.7,87,3,2.6
7148,1010.3,16.9,86,3,1.4
7149,1010.1,17.0,84,3,3.9
7150,1010.6,16.7,82,3,4.0
7151,1011.4,17.0,81,3,4.8
7152,1012.7,16.6,85,4,3.2
7153,1013.5,16.4,81,3,4.7
7154,1013.5,15.6,84,3,4.7
7155,1013.8,15.2,83,4,4.0
7156,1013.8,15.7,81,3,5.1
7157,1013.4,15.5,82,3,4.5
7158,1012.9,15.0,82,3,4.9
7159,1012.6,15.4,80,4,4.3
7160,1012.6,15.6,80,3,4.1
7161,1013.0,15.3,80,3,4.9
7162,1013.1,16.2,76,3,6.0
7163,1013.6,16.8,73,3,4.6
7164,1014.4,17.2,70,3,4.0
7165,1014.5,17.3,70,3,5.1
7166,1014.7,17.1,70,4,3.8
7167,1014.8,16.8,69,4,4.6
7168,1015.3,16.1,71,3,3.9
7169,1015.4,15.7,73,3,4.6
7170,1014.7,15.4,73,3,4.9
7171,1014.6,15.8,70,4,3.6
7172,1014.4,16.0,68,4,3.8
7173,1014.6,15.5,70,4,2.5
7174,1014.8,15.3,72,5,2.6
7175,1015.3,15.2,73,5,3.3
7176,1012.1,16.8,81,3,5.0
7177,1016.3,14.5,77,5,2.4
7178,1016.3,14.0,80,6,2.1
7179,1016.6,13.7,82,7,2.2
7180,1016.7,13.6,82,5,3.0
7181,1016.2,13.4,80,5,2.9
7182,1015.6,14.5,73,5,2.5
7183,1014.6,14.9,72,6,2.1
7184,1014.2,14.4,78,5,2.1
7185,1014.2,14.5,81,7,2.3
7186,1014.6,14.4,79,7,2.1
7187,1015.2,14.4,80,7,2.3
7188,1016.1,14.4,77,6,1.5
7189,1016.5,14.3,78,5,1.5
7190,1016.7,14.5,76,6,1.6
7191,1016.1,15.1,75,6,1.4
7192,1015.8,14.4,77,5,2.0
7193,1015.6,13.6,81,5,1.4
7194,1015.3,13.3,79,7,2.5
7195,1015.2,13.7,78,6,1.1
7196,1014.6,13.5,79,5,0.8
7197,1014.7,13.3,80,5,1.4
7198,1015.3,13.1,83,5,0.8
7199,1015.4,12.9,84,3,1.5
7200,1015.7,14.5,77,6,2.9
7201,1015.8,12.4,82,6,3.0
7202,1016.4,12.8,81,4,2.6
7203,1016.3,12.3,81,4,1.9
7204,1016.0,12.2,80,4,3.2
7205,1015.5,12.1,81,5,2.7
7206,1014.9,12.7,78,4,1.8
7207,1014.1,13.2,78,4,2.6
7208,1014.4,13.1,75,5,1.9
7209,1013.8,14.3,66,3,2.2
7210,1014.2,14.7,66,3,2.5
7211,1014.7,14.6,64,3,3.7
7212,1015.0,15.6,59,3,2.9
7213,1015.8,15.6,61,3,2.4
7214,1016.1,15.6,60,3,4.3
7215,1016.3,15.5,59,3,3.9
7216,1015.5,15.1,61,4,2.6
7217,1015.4,14.8,62,3,3.0
7218,1014.9,14.6,61,4,3.2
7219,1014.6,14.5,60,4,4.6
7220,1014.3,14.6,61,3,3.5
7221,1014.2,14.7,63,3,3.6
7222,1014.5,14.6,68,3,3.2
7223,1014.1,14.5,68,3,4.1
7224,1015.4,12.7,83,3,1.8
7225,1014.4,15.3,66,3,3.9
7226,1014.4,15.5,67,3,3.0
7227,1014.2,15.7,68,3,2.9
7228,1014.0,15.9,68,3,1.5
7229,1013.4,15.7,70,3,1.9
7230,1012.8,15.4,75,5,2.0
7231,1012.7,15.4,74,5,1.4
7232,1012.3,15.5,72,1,2.2
7233,1012.2,15.9,72,1,0.9
7234,1012.2,15.7,73,16,0.8
7235,1012.7,15.8,74,1,1.4
7236,1012.8,15.8,77,2,4.3
7237,1013.2,16.1,77,1,2.8
7238,1013.8,15.7,84,19,0.3
7239,1013.8,15.7,83,10,0.6
7240,1013.1,15.6,85,12,0.6
7241,1012.2,15.4,85,14,0.4
7242,1011.4,16.3,85,8,1.3
7243,1010.3,16.4,84,8,2.6
7244,1008.4,16.1,83,3,2.4
7245,1007.4,17.2,84,5,1.6
7246,1007.1,17.7,84,14,1.3
7247,1006.9,19.9,78,17,0.0
7248,1014.1,15.0,66,3,4.0
7249,1007.3,20.1,76,3,1.4
7250,1007.4,20.6,75,4,1.4
7251,1007.7,21.2,73,5,1.0
7252,1007.1,21.1,72,2,1.0
7253,1006.8,22.0,67,4,1.2
7254,1007.0,22.4,66,1,0.5
7255,1007.1,22.9,64,16,1.7
7256,1007.0,23.4,64,14,0.5
7257,1007.0,24.5,63,14,2.0
7258,1007.0,25.3,63,15,1.0
7259,1007.8,25.6,59,10,1.2
7260,1009.0,25.2,60,12,0.8
7261,1010.0,24.4,62,16,1.3
7262,1010.6,21.8,67,17,0.2
7263,1010.8,19.3,74,9,0.6
7264,1010.8,17.3,77,9,0.3
7265,1010.1,16.4,79,6,1.2
7266,1010.3,15.8,81,10,0.8
7267,1009.7,15.9,81,11,1.2
7268,1009.2,15.8,81,17,0.0
7269,1009.6,16.1,81,17,0.1
7270,1009.8,16.9,79,11,0.8
7271,1010.1,16.8,80,17,0.2
7272,1007.1,20.0,76,4,0.6
7273,1010.6,17.3,78,4,0.9
7274,1010.8,17.8,77,2,0.8
7275,1011.0,18.4,76,4,0.9
7276,1010.8,18.3,76,2,1.3
7277,1010.2,19.0,73,3,1.6
7278,1010.1,19.5,70,1,1.1
7279,1009.7,20.4,66,17,0.1
7280,1009.8,20.9,67,1,0.6
7281,1009.7,20.4,68,13,0.4
7282,1009.8,21.7,68,1,0.5
7283,1010.7,20.0,71,15,0.6
7284,1011.3,21.3,67,16,0.9
7285,1012.2,19.8,68,9,1.3
7286,1012.7,18.7,71,11,0.3
7287,1012.7,17.6,76,5,0.3
7288,1012.8,16.7,78,6,0.3
7289,1012.8,15.9,82,9,0.3
7290,1012.7,15.8,81,1,0.5
7291,1012.2,15.9,79,14,0.4
7292,1011.8,16.1,76,10,0.3
7293,1011.6,16.9,70,9,0.8
7294,1011.6,17.2,68,17,0.0
7295,1011.8,17.1,69,17,0.1
7296,1010.3,17.2,79,5,1.1
7297,1012.6,17.5,67,5,0.9
7298,1012.7,17.6,65,3,1.7
7299,1012.7,17.8,64,3,2.0
7300,1012.5,17.7,65,4,2.7
7301,1012.1,17.7,64,3,3.0
7302,1012.1,17.9,63,3,2.8
7303,1012.2,18.2,62,3,4.3
7304,1012.2,18.5,61,3,3.8
7305,1012.4,18.8,61,3,4.0
7306,1012.9,18.7,61,3,3.3
7307,1013.2,19.9,58,3,4.2
7308,1013.8,19.6,59,3,5.0
7309,1014.6,20.0,57,3,4.1
7310,1015.4,18.2,61,3,4.8
7311,1015.6,16.4,62,3,4.4
7312,1015.8,15.5,63,4,3.1
7313,1015.8,14.7,61,4,3.4
7314,1015.5,14.4,61,3,4.8
7315,1015.5,14.3,61,4,3.2
7316,1015.6,14.2,60,5,3.9
7317,1016.0,14.1,59,4,4.0
7318,1016.4,14.0,60,4,3.5
7319,1016.9,13.7,60,4,3.3
7320,1012.3,17.3,68,7,0.3
7321,1018.2,13.1,61,4,3.3
7322,1018.5,13.1,59,3,4.7
7323,1018.7,13.2,59,3,4.3
7324,1018.8,13.4,60,3,4.9
7325,1018.4,13.4,57,3,5.2
7326,1018.0,13.7,53,3,4.1
7327,1017.3,14.4,53,2,3.5
7328,1017.2,14.9,55,3,3.1
7329,1017.3,14.9,53,3,4.9
7330,1017.6,14.8,54,3,5.6
7331,1018.1,14.9,56,3,4.3
7332,1018.5,15.1,59,4,4.2
7333,1018.7,15.6,58,3,5.7
7334,1018.7,16.1,59,2,3.6
7335,1018.5,16.3,59,3,2.9
7336,1018.3,16.0,61,3,2.4
7337,1017.4,15.8,64,3,2.9
7338,1016.2,13.8,73,6,1.3
7339,1015.5,13.5,73,6,0.4
7340,1015.1,13.9,71,7,1.4
7341,1015.5,14.2,74,5,1.0
7342,1015.7,14.6,75,3,1.5
7343,1015.4,15.3,74,7,0.5
7344,1017.5,13.4,61,4,3.9
7345,1015.5,16.2,74,9,0.9
7346,1015.2,16.8,70,8,0.6
7347,1014.7,16.9,69,5,0.6
7348,1014.6,17.5,66,7,1.3
7349,1014.3,17.9,58,1,1.6
7350,1013.8,17.8,53,17,0.2
7351,1013.6,18.3,54,14,0.3
7352,1013.3,18.5,55,15,1.1
7353,1013.1,19.1,59,13,0.9
7354,1013.5,19.7,65,14,1.0
7355,1014.5,17.8,76,9,1.1
7356,1015.7,17.4,77,8,1.5
7357,1016.3,16.9,80,8,1.2
7358,1016.8,15.9,82,15,0.6
7359,1016.9,15.6,83,1,1.4
7360,1016.2,15.1,87,17,0.2
7361,1016.3,14.2,88,8,0.6
7362,1016.3,14.0,88,8,1.2
7363,1016.2,14.2,87,9,0.9
7364,1015.7,14.4,86,9,1.5
7365,1015.5,14.4,85,17,0.0
7366,1015.3,14.6,84,3,1.1
7367,1015.3,14.8,81,4,1.4
7368,1015.6,16.0,73,7,1.0
7369,1015.4,14.7,80,3,4.3
7370,1015.6,14.7,78,3,4.8
7371,1015.8,14.8,77,3,3.8
7372,1015.6,15.1,75,4,3.0
7373,1015.7,14.8,76,4,3.2
7374,1015.4,14.5,78,3,4.8
7375,1015.2,14.1,81,4,3.7
7376,1015.5,14.0,81,3,3.9
7377,1015.9,14.0,82,4,3.0
7378,1016.8,14.2,78,4,3.6
7379,1017.5,14.8,77,3,4.2
7380,1018.3,14.5,79,4,3.6
7381,1019.3,14.3,81,4,4.0
7382,1019.5,14.2,82,4,3.9
7383,1019.7,14.0,82,3,2.8
7384,1019.5,14.0,81,4,3.2
7385,1019.4,14.2,81,4,3.7
7386,1018.8,14.3,79,3,3.5
7387,1018.3,14.6,78,4,3.6
7388,1018.2,15.7,70,4,2.7
7389,1018.3,16.1,67,5,3.5
7390,1018.4,16.1,65,5,3.3
7391,1018.1,15.7,66,6,2.9
7392,1015.4,14.8,80,3,2.9
7393,1019.8,15.4,65,6,2.7
7394,1020.3,15.4,65,6,2.7
7395,1020.3,15.2,66,6,2.5
7396,1020.4,14.7,70,6,2.2
7397,1020.3,14.6,71,6,2.3
7398,1020.6,14.9,69,4,3.2
7399,1020.4,15.0,69,5,3.2
7400,1019.9,15.3,67,4,2.9
7401,1019.4,15.8,64,3,3.0
7402,1019.2,16.1,63,3,4.1
7403,1019.3,16.1,64,5,3.1
7404,1020.1,16.1,64,4,2.5
7405,1021.0,15.9,65,5,2.1
7406,1021.0,15.6,66,4,2.0
7407,1021.1,15.8,65,5,2.2
7408,1020.5,15.6,65,5,2.8
7409,1019.9,15.4,65,4,2.8
7410,1019.7,15.3,66,4,2.4
7411,1019.1,15.1,66,4,2.3
7412,1018.9,14.9,67,4,2.7
7413,1018.9,14.7,68,4,1.9
7414,1019.6,14.7,69,4,2.3
7415,1020.1,14.1,71,6,1.9
7416,1019.6,15.7,64,5,2.5
7417,1020.9,14.1,71,5,1.6
7418,1021.0,14.1,70,3,2.9
7419,1020.6,14.2,73,3,2.6
7420,1020.5,13.5,80,8,0.9
7421,1019.9,13.5,79,3,0.9
7422,1019.4,13.4,79,4,0.9
7423,1018.9,13.2,80,4,1.2
7424,1018.3,12.9,82,3,2.0
7425,1018.3,12.7,84,5,0.8
7426,1018.6,12.6,86,9,0.6
7427,1019.4,12.8,85,11,0.3
7428,1019.5,13.0,85,15,0.7
7429,1020.3,13.0,85,14,0.5
7430,1020.7,12.3,85,14,1.8
7431,1020.5,12.4,85,14,1.6
7432,1019.3,12.2,85,14,1.8
7433,1018.5,12.5,86,1,0.8
7434,1017.3,12.6,86,14,2.4
7435,1016.3,13.6,87,14,1.2
7436,1015.7,14.2,87,13,0.7
7437,1015.2,14.0,87,11,1.1
7438,1015.6,14.3,87,13,0.8
7439,1015.7,14.4,86,6,0.8
7440,1020.5,14.2,71,5,1.1
7441,1016.8,14.5,86,4,2.1
7442,1016.5,14.3,85,4,2.4
7443,1016.1,14.3,84,4,2.8
7444,1016.1,13.9,85,5,2.4
7445,1015.9,14.0,84,5,0.9
7446,1015.7,14.2,84,4,1.1
7447,1015.4,14.2,84,4,1.6
7448,1014.5,14.4,84,3,2.7
7449,1014.5,14.6,87,8,0.7
7450,1014.8,14.4,87,2,0.3
7451,1016.2,14.8,86,3,0.9
7452,1016.6,14.8,86,2,1.9
7453,1017.7,14.6,86,3,1.8
7454,1017.8,14.5,84,4,2.6
7455,1018.2,14.2,85,4,2.7
7456,1018.1,14.1,85,4,1.8
7457,1017.9,14.1,85,3,2.7
7458,1017.1,14.1,85,4,2.1
7459,1017.3,13.9,87,4,0.9
7460,1017.2,13.9,85,4,2.4
7461,1017.2,13.9,85,4,2.5
7462,1018.3,13.8,85,3,1.7
7463,1018.8,13.5,85,3,2.2
7464,1016.5,14.5,86,3,1.8
7465,1020.2,13.8,85,17,0.1
7466,1020.2,13.6,84,3,1.7
7467,1019.9,13.4,84,3,1.8
7468,1019.9,12.6,86,10,0.5
7469,1019.9,13.0,85,1,0.7
7470,1019.3,12.7,84,4,1.1
7471,1019.6,12.2,84,9,1.6
7472,1019.4,12.4,85,14,1.3
7473,1019.4,12.4,84,14,1.1
7474,1018.7,12.9,85,13,0.7
7475,1019.2,13.9,82,3,1.1
7476,1019.7,13.5,85,19,0.6
7477,1020.0,13.9,83,3,1.2
7478,1020.1,13.8,83,3,1.6
7479,1019.9,13.6,85,5,1.4
7480,1019.4,13.6,83,3,2.9
7481,1018.4,13.5,83,3,3.6
7482,1017.7,13.0,83,4,2.9
7483,1018.0,12.7,82,4,2.9
7484,1018.6,12.9,82,3,2.7
7485,1018.8,12.9,83,4,1.7
7486,1019.3,12.7,84,3,2.3
7487,1019.1,12.9,81,4,2.1
7488,1019.5,13.5,85,6,1.7
7489,1020.1,12.8,78,5,1.9
7490,1020.1,12.9,75,5,2.5
7491,1020.2,12.9,73,4,3.6
7492,1019.9,13.1,73,3,3.4
7493,1019.1,13.2,73,3,4.0
7494,1018.6,13.5,71,3,4.1
7495,1017.3,13.7,72,3,4.5
7496,1016.6,14.4,71,3,4.4
7497,1016.1,15.2,71,3,4.5
7498,1015.3,16.1,73,3,3.9
7499,1015.0,16.1,76,3,5.7
7500,1015.3,16.7,76,3,4.9
7501,1015.6,16.9,77,3,6.0
7502,1015.6,17.1,78,4,4.4
7503,1015.6,17.1,79,3,4.5
7504,1015.3,17.0,81,4,3.5
7505,1014.6,17.0,82,3,4.8
7506,1014.0,17.5,83,4,3.8
7507,1013.2,17.6,83,4,3.3
7508,1012.4,17.8,83,4,3.3
7509,1012.4,18.2,83,4,3.5
7510,1012.7,18.5,85,4,1.7
7511,1013.0,18.7,83,4,2.3
7512,1019.9,12.9,78,4,2.5
7513,1012.7,19.7,85,14,0.7
7514,1011.5,19.7,83,8,0.9
7515,1011.6,19.7,85,3,0.5
7516,1010.9,19.9,84,9,0.3
7517,1009.8,19.9,85,5,1.6
7518,1009.4,19.9,83,4,1.8
7519,1009.8,19.9,84,6,1.2
7520,1010.6,19.5,85,7,1.4
7521,1012.1,19.4,85,9,1.9
7522,1011.6,19.1,84,12,0.7
7523,1011.8,19.4,86,15,2.0
7524,1010.8,22.3,77,13,1.0
7525,1011.6,23.2,69,7,0.3
7526,1012.6,21.8,73,3,1.0
7527,1013.7,19.0,79,17,0.2
7528,1014.4,17.1,83,5,1.5
7529,1014.9,16.2,82,17,0.2
7530,1014.6,16.6,84,13,1.8
7531,1013.0,18.8,80,15,0.4
7532,1011.8,19.0,80,12,0.3
7533,1012.2,19.6,77,13,2.2
7534,1012.1,20.7,74,11,1.5
7535,1012.2,20.9,72,10,1.4
7536,1013.1,19.5,85,6,0.7
7537,1013.0,22.3,70,17,0.1
7538,1013.2,22.9,67,3,1.4
7539,1013.3,22.8,68,4,3.6
7540,1013.2,21.6,72,4,3.5
7541,1013.1,20.8,76,3,5.6
7542,1013.9,20.6,75,3,4.7
7543,1013.7,20.7,74,3,6.3
7544,1013.7,20.9,73,3,5.7
7545,1013.9,21.0,73,3,6.3
7546,1015.1,20.5,74,3,7.5
7547,1016.1,19.6,75,3,7.3
7548,1017.5,19.0,76,3,6.3
7549,1018.6,18.7,76,3,5.7
7550,1019.4,18.2,75,3,6.3
7551,1019.7,18.2,75,3,7.1
7552,1019.9,17.0,77,3,5.7
7553,1019.3,16.7,77,4,4.5
7554,1018.9,16.8,77,3,5.9
7555,1018.3,16.8,78,3,6.0
7556,1017.7,17.2,78,3,5.5
7557,1017.4,17.7,76,3,4.8
7558,1017.3,18.0,75,3,4.7
7559,1017.0,18.7,76,3,4.6
7560,1012.5,21.4,71,17,0.2
7561,1016.0,20.2,75,3,4.0
7562,1015.7,20.6,73,4,2.3
7563,1014.8,20.7,68,2,3.0
7564,1013.8,20.9,66,4,2.2
7565,1013.3,21.0,65,4,2.1
7566,1012.5,21.1,67,4,2.2
7567,1011.9,21.5,68,17,0.1
7568,1011.5,21.3,68,13,0.5
7569,1011.2,21.3,69,15,0.5
